codename,key,url,summary,issue_type,status,status_category,is_open,priority,parent_key,parent_summary,initiative_key,reporter,assignee,origin,labels,updated
DBT,UBT-14834,https://esg-uk.atlassian.net/browse/UBT-14834,500 error on Assigning New Debt path to a customer pre-promo,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,SYSTEM_TEST|release-notes-generated,2026-05-25T13:02:09.376+0100
DBT,UBT-14836,https://esg-uk.atlassian.net/browse/UBT-14836,Unable to add a new Debt path - 4.308.0,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,SYSTEM_TEST|release-notes-generated,2026-06-16T19:15:41.369+0100
DBT,UBT-14930,https://esg-uk.atlassian.net/browse/UBT-14930,"Assign Debt Path - reassigning the ""Default"" leaves override in place and identify ""Default"" in drop down",Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,SYSTEM_TEST|release-notes-generated,2026-06-16T19:15:44.417+0100
DBT,UBT-14982,https://esg-uk.atlassian.net/browse/UBT-14982,System Workflow: Fix unallocated funds missing implementation,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST,2026-05-25T13:02:15.766+0100
DBT,UBT-14983,https://esg-uk.atlassian.net/browse/UBT-14983,System Workflow: Fix missing activity raising implementations,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-27T19:53:29.373+0100
DBT,UBT-14984,https://esg-uk.atlassian.net/browse/UBT-14984,System Workflow: Fix inability to hit multiple stages and reorder pipeline,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST,2026-05-25T13:02:20.152+0100
DBT,UBT-15002,https://esg-uk.atlassian.net/browse/UBT-15002,System Workflow: Design/Implement SupplyStatus integration for pipeline,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:21.997+0100
DBT,UBT-15014,https://esg-uk.atlassian.net/browse/UBT-15014,BTs stay in Pending when there's a circumstances changed error,Defect Sub-task,Done,Done,False,Normal,UBT-14645,Debt Management - Dev-Eng Story 019 - Balance Transfer Approval Circumstances-Changed Validation,UBT-12542,James Ots,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:24.003+0100
DBT,UBT-15019,https://esg-uk.atlassian.net/browse/UBT-15019,System Workflow: Existing Debt Path but No Longer A Debt Candidate,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:25.912+0100
DBT,UBT-15020,https://esg-uk.atlassian.net/browse/UBT-15020,System Workflow: customerDebtMarker / invoiceDebtMarker Configuration not alligned,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-06-03T14:33:46.598+0100
DBT,UBT-15023,https://esg-uk.atlassian.net/browse/UBT-15023,Group/Site level suspensions not visible,Defect Sub-task,Done,Done,False,Normal,UBT-14267,Debt Management - Dev-Eng Story 006 - Overdue Invoices,UBT-13508,Graeme.Stow,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-06-16T19:15:47.789+0100
DBT,UBT-15024,https://esg-uk.atlassian.net/browse/UBT-15024,"""Default Debt Path"" should be limited to LIVE (currently TERM can be selected for Default) ",Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Graeme.Stow,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-06-16T19:15:48.500+0100
DBT,UBT-15025,https://esg-uk.atlassian.net/browse/UBT-15025,Group reference not being returned by the API,Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:33.183+0100
DBT,UBT-15026,https://esg-uk.atlassian.net/browse/UBT-15026,Concurrent approval requests both succeed and create authorisation and history records,Defect Sub-task,Done,Done,False,Normal,UBT-14645,Debt Management - Dev-Eng Story 019 - Balance Transfer Approval Circumstances-Changed Validation,UBT-12542,James Ots,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:35.183+0100
DBT,UBT-15030,https://esg-uk.atlassian.net/browse/UBT-15030,System Workflow: Review/Refactor Marker* Stages,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:37.081+0100
DBT,UBT-15035,https://esg-uk.atlassian.net/browse/UBT-15035,System Workflow: Updating Debt Configuration is not updating Debt related tables,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-06-16T19:15:49.301+0100
DBT,UBT-15081,https://esg-uk.atlassian.net/browse/UBT-15081,We can remove items from the 'Regarding' list - this defeats the tracability. ,Defect Sub-task,Not Required,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Graeme.Stow,DEV_TEST,DEV_TEST,2026-06-15T11:55:45.947+0100
DBT,UBT-15103,https://esg-uk.atlassian.net/browse/UBT-15103,System Workflow: Update Suspension pipeline,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,DEV_TEST|release-notes-generated,2026-05-25T13:02:41.790+0100
DBT,UBT-15136,https://esg-uk.atlassian.net/browse/UBT-15136,Defect: Debt Events and Communications - peer review feedback (Rebecca),Defect Sub-task,Done,Done,False,Normal,UBT-13510,Debt Management: Debt Events and Communications,UBT-13510,martin.whipp,Unassigned,DEV_TEST,defect|peer-review-feedback|release-notes-generated,2026-06-16T19:15:54.795+0100
DBT,UBT-15149,https://esg-uk.atlassian.net/browse/UBT-15149,Pagination not in line with rest of Titanium,Defect Sub-task,Done,Done,False,Normal,UBT-13508,Debt Management: Overdue Invoices,UBT-13508,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:15:56.053+0100
DBT,UBT-15164,https://esg-uk.atlassian.net/browse/UBT-15164,Order of Global Debt Settings and Debt Path Configuration has changed under Debt Configuration,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:15:57.951+0100
DBT,UBT-15198,https://esg-uk.atlassian.net/browse/UBT-15198,System Workflow: Clean up post-demo identified issues,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Alex Johnson,Unassigned,DEV_TEST,release-notes-generated,2026-06-02T05:39:40.024+0100
DBT,UBT-15232,https://esg-uk.atlassian.net/browse/UBT-15232,Can't edit Debt-Paths renaming a stage doesn't seem to work.,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-08T16:11:46.889+0100
DBT,UBT-15233,https://esg-uk.atlassian.net/browse/UBT-15233,Account Managment: Save account controls (invoice level) can be clicked multiple times.,Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-11T12:01:29.931+0100
DBT,UBT-15234,https://esg-uk.atlassian.net/browse/UBT-15234,Account Management: Save button enabled when no invoices selected,Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-16T19:16:01.873+0100
DBT,UBT-15235,https://esg-uk.atlassian.net/browse/UBT-15235,Account Management: API allows empty Suspensions (when creating),Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-04T09:57:46.993+0100
DBT,UBT-15236,https://esg-uk.atlassian.net/browse/UBT-15236,"Account Management: Should we be able to switch from Marker to Suspension, without it clearing the selection?",Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-16T19:16:02.474+0100
DBT,UBT-15252,https://esg-uk.atlassian.net/browse/UBT-15252,"Display customers effective Debt Path, when no path instance active",Defect Sub-task,Done,Done,False,Normal,UBT-13507,Debt Management: Load Screen and Stage Steppers,UBT-13507,martin.whipp,Unassigned,DEV_TEST,release-notes-generated,2026-06-16T19:16:03.251+0100
DBT,UBT-15263,https://esg-uk.atlassian.net/browse/UBT-15263,Liquibase script for UBT-15020 failing,Defect Sub-task,Done,Done,False,Normal,UBT-14808,Debt Management - Dev-Eng Story 023 - System Workflow End-To-End Testing,UBT-13511,Stacie.Cohen,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-05T08:16:04.939+0100
DBT,UBT-15264,https://esg-uk.atlassian.net/browse/UBT-15264,Defect: Debt Load Screen and Stage Steppers - peer review feedback (Rebecca),Defect Sub-task,In Test,In Progress,True,Normal,UBT-13507,Debt Management: Load Screen and Stage Steppers,UBT-13507,martin.whipp,Gary Cannon,DEV_TEST,defect|peer-review-feedback,2026-06-19T15:12:49.703+0100
DBT,UBT-15270,https://esg-uk.atlassian.net/browse/UBT-15270,Defect: Debt Account Management - peer review feedback (Rebecca),Defect Sub-task,In Development,In Progress,True,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,martin.whipp,James Ots,DEV_TEST,defect|peer-review-feedback|release-notes-generated,2026-06-24T11:09:54.678+0100
DBT,UBT-15273,https://esg-uk.atlassian.net/browse/UBT-15273,"Invoices due ""today"" showing as overdue when should only start after due date",Defect Sub-task,Done,Done,False,Normal,UBT-13508,Debt Management: Overdue Invoices,UBT-13508,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:05.587+0100
DBT,UBT-15283,https://esg-uk.atlassian.net/browse/UBT-15283,Account Management: Race condition while adding suspension,Defect Sub-task,Done,Done,False,Normal,UBT-14644,Debt Management - Dev-Eng Story 018 - Account Management (Apply Debt Control),UBT-13504,Graeme.Stow,Unassigned,DEV_TEST,release-notes-generated,2026-06-17T09:08:14.791+0100
DBT,UBT-15297,https://esg-uk.atlassian.net/browse/UBT-15297,Invoice Debt Markers incorrectly defaulted to ON on initial load of Global Debt Settings,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-08T08:50:13.561+0100
DBT,UBT-15298,https://esg-uk.atlassian.net/browse/UBT-15298,Debt Path Builder layout is misaligned,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:06.934+0100
DBT,UBT-15305,https://esg-uk.atlassian.net/browse/UBT-15305,Unable to add New Debt Path - 500 error,Defect Sub-task,Not Required,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,,2026-06-04T14:05:13.320+0100
DBT,UBT-15404,https://esg-uk.atlassian.net/browse/UBT-15404,Suspended Invoices without a Debt Marker are showing the debt marker flag in the UI,Defect Sub-task,Done,Done,False,Normal,UBT-13508,Debt Management: Overdue Invoices,UBT-13508,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:12.410+0100
DBT,UBT-15409,https://esg-uk.atlassian.net/browse/UBT-15409,Unable to set a Debt Path as Inactive,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:13.152+0100
DBT,UBT-15445,https://esg-uk.atlassian.net/browse/UBT-15445,"Export to CSV not expanding ""multiple"" selections for Group/Site or Invoice References",Defect Sub-task,Done,Done,False,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:13.833+0100
DBT,UBT-15451,https://esg-uk.atlassian.net/browse/UBT-15451,Debt Control Status Indicators Labels need to indicate Level correctly,Defect Sub-task,Done,Done,False,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:14.442+0100
DBT,UBT-15457,https://esg-uk.atlassian.net/browse/UBT-15457,"Unable to Edit existng ""in-flight"" Debt Controls if level or marker is subsequently disabled",Defect Sub-task,Done,Done,False,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-18T13:23:02.471+0100
DBT,UBT-15458,https://esg-uk.atlassian.net/browse/UBT-15458,Unable to view Stages on an Inactive Debt Path,Defect Sub-task,Done,Done,False,Normal,UBT-13473,Debt Configuration,UBT-13473,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:15.909+0100
DBT,UBT-15461,https://esg-uk.atlassian.net/browse/UBT-15461,Key Account Information indicator out of line with Account Management/Overdue invoices makers,Defect Sub-task,Done,Done,False,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:18.167+0100
DBT,UBT-15489,https://esg-uk.atlassian.net/browse/UBT-15489,"Unable to set Term Path when classification ""None""",Defect Sub-task,Done,Done,False,Normal,UBT-13509,Debt Management: Customer Leaves Supply: Debt Path Transition Process,UBT-13509,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:18.799+0100
DBT,UBT-15511,https://esg-uk.atlassian.net/browse/UBT-15511,Debt Controls History Count for Customer level Debt Controls Active incorrect,Defect Sub-task,Done,Done,False,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-16T19:16:19.517+0100
DBT,UBT-15621,https://esg-uk.atlassian.net/browse/UBT-15621,"Debt Markers in dropdown for Customer and Invoice always show ""(Auto Suspends)"" incorrectly",Defect Sub-task,Awaiting Test,In Progress,True,Normal,UBT-13504,Debt Management: Account Management,UBT-13504,Gary Cannon,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-20T05:38:30.681+0100
DBT,UBT-15660,https://esg-uk.atlassian.net/browse/UBT-15660,Export failing due to RBAC,Defect Sub-task,Done,Done,False,Normal,UBT-13506,Debt Management: Auditing,UBT-13506,Mike Sanusi,Unassigned,SYSTEM_TEST,release-notes-generated,2026-06-23T10:32:23.490+0100
DBT,UBT-15679,https://esg-uk.atlassian.net/browse/UBT-15679,Debt Notes UI currently remains inconsistent with the approved designs.,Defect Sub-task,In Development,In Progress,True,Normal,UBT-13506,Debt Management: Auditing,UBT-13506,Rebecca.Bakewell,Huw Roberts,SYSTEM_TEST,,2026-06-24T10:26:52.257+0100
